сategory;product;protein;fat;carbohydrates
овощи и зелень;Кимчи (кимчхи, кимча), квашеная острая пекинская капуста;1.1;0.5;0.8
овощи и зелень;Кинза;2.1;0.5;1.9
овощи и зелень;Кипрей (Иван-чай) сушеный;4.6;1.8;31.6
овощи и зелень;Кипрей, сырой;4.6;1.8;31.7
овощи и зелень;Китайская брокколи (кай-лан, гайлан);1.2;0.8;2.1
овощи и зелень;Китайская горькая тыква, листья;5.3;0.7;3.3
овощи и зелень;Китайская горькая тыква, листья, вареные с солью;3.6;0.2;4.3
овощи и зелень;Китайская горькая тыква, листья, вареные, без соли;3.6;0.2;4.8
овощи и зелень;Китайская горькая тыква, плоды;1.0;0.2;0.9
овощи и зелень;Китайская горькая тыква, плоды вареные без соли;0.8;0.2;2.3
овощи и зелень;Китайская горькая тыква, плоды вареные с солью;0.8;0.2;2.3
овощи и зелень;Козлобородник (овсяный корень, овощная устрица), вареный, без соли;2.7;0.2;12.3
овощи и зелень;Козлобородник (овсяный корень, овощная устрица), вареный, с солью;2.7;0.2;12.3
овощи и зелень;Козлобородник (овсяный корень, овощная устрица), сырой;3.3;0.2;15.3
овощи и зелень;Колоказия (таро) таитянская, приготовленная без соли;4.2;0.7;6.9
овощи и зелень;Колоказия (таро) таитянская, приготовленная с солью;4.2;0.7;6.9
овощи и зелень;Колоказия (таро) таитянская, сырая;2.8;1.0;6.9
овощи и зелень;Колоказия (таро), листья, приготовленные на пару, без соли;2.7;0.4;2.0
овощи и зелень;Колоказия (таро), листья, приготовленные на пару, с солью;2.7;0.4;1.9
овощи и зелень;Колоказия (таро), листья, сырые;5.0;0.7;3.0
овощи и зелень;Колоказия (таро), побеги, приготовленные без соли;0.7;0.1;3.2
овощи и зелень;Колоказия (таро), побеги, приготовленные с солью;0.7;0.1;3.2
овощи и зелень;Колоказия (таро), побеги, сырые;0.9;0.1;2.3
овощи и зелень;Колоказия (таро), приготовленная без соли;0.5;0.1;29.5
овощи и зелень;Колоказия (таро), приготовленная с солью;0.5;0.1;29.5
овощи и зелень;Колоказия (таро), сырая;1.5;0.2;24.4
овощи и зелень;Кольраби;2.3;0.1;5.3
овощи и зелень;Кольраби, вареная, без соли;1.8;0.1;5.6
овощи и зелень;Кольраби, вареная, с солью;1.8;0.1;5.6
овощи и зелень;Корень лопуха, вареный, без соли;2.1;0.1;19.4
овощи и зелень;Корень лопуха, вареный, с солью;2.1;0.1;19.4
овощи и зелень;Корень лопуха, сырой;1.5;0.2;14.0
овощи и зелень;Корень лотоса, вареный, без соли;1.6;0.1;12.9
овощи и зелень;Корень лотоса, вареный, с солью;1.6;0.1;12.9
овощи и зелень;Корень лотоса, сырой;2.6;0.1;12.3
овощи и зелень;Корень цикория, сырой;1.4;0.2;16.0
овощи и зелень;Крапива;2.6;0.3;5.2
овощи и зелень;Кресс-салат;2.4;0.3;2.2
овощи и зелень;Кресс-салат, вареный, без соли;1.9;0.6;3.1
овощи и зелень;Кресс-салат, вареный, с солью;1.9;0.6;3.1
овощи и зелень;Кукуруза вареная;4.1;2.3;22.5
овощи и зелень;Кукуруза мини;3.1;1.6;21.8
овощи и зелень;Кукуруза сахарная белая, вареная, без соли;3.3;1.4;19.0
овощи и зелень;Кукуруза сахарная белая, вареная, с солью;3.3;1.4;19.0
овощи и зелень;Кукуруза сахарная белая, замороженная, в початках;3.3;0.8;20.7
овощи и зелень;Кукуруза сахарная белая, замороженная, в початках, вареная, без соли;3.1;0.7;20.2
овощи и зелень;Кукуруза сахарная белая, замороженная, в початках, вареная, с солью;3.1;0.7;19.5
овощи и зелень;Кукуруза сахарная белая, замороженная, свежие срезанные зерна;3.0;0.8;17.8
овощи и зелень;Кукуруза сахарная белая, замороженная, свежие срезанные зерна, вареная, без соли;2.8;0.4;17.2
овощи и зелень;Кукуруза сахарная белая, замороженная, свежие срезанные зерна, вареная, с солью;2.8;0.4;17.2
овощи и зелень;Кукуруза сахарная белая, консервированная в вакуумной упаковке, без соли;2.4;0.5;17.4
овощи и зелень;Кукуруза сахарная белая, консервированная цельными зернами;2.0;0.5;13.7
овощи и зелень;Кукуруза сахарная белая, консервированная цельными зернами, без соли;2.0;0.5;14.7
овощи и зелень;Кукуруза сахарная белая, консервированная цельными зернами, содержимое без жидкости;2.3;1.2;12.3
овощи и зелень;Кукуруза сахарная белая, консервированная, в вакуумной упаковке;2.4;0.5;17.4
овощи и зелень;Кукуруза сахарная белая, консервированная, раздавленные зерна;1.7;0.4;17.4
овощи и зелень;Кукуруза сахарная белая, консервированная, раздавленные зерна, без соли;1.7;0.4;16.9
овощи и зелень;Кукуруза сахарная белая, свежая;3.2;1.2;16.3
овощи и зелень;Кукуруза сахарная желтая, в початках, замороженная, вареная, без соли;3.1;0.7;19.5
овощи и зелень;Кукуруза сахарная желтая, в початках, замороженная, вареная, с солью;3.1;0.7;19.5
овощи и зелень;Кукуруза сахарная желтая, в початках, замороженная, неприготовленная;3.3;0.8;20.7
овощи и зелень;Кукуруза сахарная желтая, вареная, без соли;3.4;1.5;18.6
овощи и зелень;Кукуруза сахарная желтая, вареная, с солью;3.4;1.5;18.6
овощи и зелень;Кукуруза сахарная желтая, замороженная, свежие срезанные зерна, вареная, с солью;2.6;0.7;16.3
овощи и зелень;Кукуруза сахарная желтая, замороженная, свежие срезанные зерна, вареные, без соли;2.6;0.7;16.9
овощи и зелень;Кукуруза сахарная желтая, замороженная, свежие срезанные зерна, неприготовленные;3.0;0.8;18.6
овощи и зелень;Кукуруза сахарная желтая, консервированная в вакуумной упаковке;2.4;0.5;17.4
овощи и зелень;Кукуруза сахарная желтая, консервированная в вакуумной упаковке, без соли;2.4;0.5;17.4
овощи и зелень;Кукуруза сахарная желтая, консервированная цельными зернами, содержимое без жидкости;2.3;1.2;12.3
овощи и зелень;Кукуруза сахарная желтая, консервированная, без соли;2.0;0.8;12.2
овощи и зелень;Кукуруза сахарная желтая, консервированная, раздавленные зерна;1.7;0.4;16.9
овощи и зелень;Кукуруза сахарная желтая, консервированная, раздавленные зерна, без соли;1.7;0.4;16.9
овощи и зелень;Кукуруза сахарная желтая, консервированная, содержимое с жидкостью;2.0;0.8;12.2
овощи и зелень;Кукуруза сахарная желтая, свежая;3.3;1.4;16.7
овощи и зелень;Кукуруза сладкая в початках;3.5;2.8;15.6
овощи и зелень;Кукуруза сладкая консервированная;2.2;0.0;11.2
овощи и зелень;Кукуруза сырая;3.3;1.4;16.7
овощи и зелень;Купырь (кервель);3.2;0.3;7.3
овощи и зелень;Лаванда;4.0;0.7;0.2
овощи и зелень;Лагенария;0.6;0.0;3.4
овощи и зелень;Лаконос, вареный, без соли;2.3;0.4;1.6
овощи и зелень;Лаконос, вареный, с солью;2.3;0.4;1.6
овощи и зелень;Лаконос, сырой;2.6;0.4;2.0
овощи и зелень;Лебеда (марь белая);4.2;0.8;3.3
овощи и зелень;Лебеда (марь белая), вареная, без соли;3.2;0.7;2.9
овощи и зелень;Лебеда (марь белая), вареная, с солью;3.2;0.7;2.9
овощи и зелень;Лебеда (марь), приготовленная на пару (индейцы северных великих равнин);4.1;0.2;2.3
овощи и зелень;Лебеда садовая сушеная;14.1;6.1;64.2
овощи и зелень;Листовая капуста (коллард);3.0;0.6;1.4
овощи и зелень;Листовая капуста (коллард), вареная, без соли;2.7;0.7;1.7
овощи и зелень;Листовая капуста (коллард), вареный, с солью;2.7;0.7;1.7
овощи и зелень;Листовая капуста (коллард), замороженная, вареная, без соли;3.0;0.4;4.3
овощи и зелень;Листовая капуста (коллард), замороженная, неприготовленная;2.7;0.4;2.9
овощи и зелень;Листовая капуста (коллард), замороженный, вареный, с солью;3.0;0.4;4.3
овощи и зелень;Листья алоэ;0.0;0.0;5.0
овощи и зелень;Листья амаранта;2.5;0.3;4.0
овощи и зелень;Листья винограда;5.6;2.1;6.3
овощи и зелень;Листья винограда консервированные;4.3;2.0;11.7
овощи и зелень;Листья вишни;0.0;0.0;0.1
овощи и зелень;Листья карри;16.8;8.3;17.5
овощи и зелень;Листья одуванчика;2.7;0.7;5.7
овощи и зелень;Листья одуванчика, вареные, без соли;2.0;0.6;3.5
овощи и зелень;Листья одуванчика, вареные, с солью;2.0;0.6;3.5
овощи и зелень;Листья смородины;0.1;0.0;0.1
овощи и зелень;Листья хрена;9.4;1.4;6.2
овощи и зелень;Листья цикория, сырые;1.7;0.3;0.7
овощи и зелень;Лопух (репейник) корень;1.5;0.1;14.0
овощи и зелень;Лопух (репейник) листья;1.8;0.2;3.7
овощи и зелень;Лук батун;1.9;0.4;4.1
овощи и зелень;Лук белый;1.4;0.2;9.0
овощи и зелень;Лук душистый джусай;1.4;0.2;8.2
овощи и зелень;Лук желтый, пассерованный;1.0;10.8;6.2
овощи и зелень;Лук зеленый;1.3;0.1;3.9
овощи и зелень;Лук зеленый (перо);1.3;0.1;3.2
овощи и зелень;Лук зеленый из семян (включая зелень и молодые луковицы);1.8;0.2;4.7
овощи и зелень;Лук зеленый, зелень (перо) репчатого лука;1.0;0.5;3.9
овощи и зелень;Лук красный;1.4;0.0;9.1
овощи и зелень;Лук красный маринованный;0.9;0.1;2.8
овощи и зелень;Лук маринованный;0.9;0.1;2.8
овощи и зелень;Лук порей;2.0;0.1;6.9
овощи и зелень;Лук порей (луковица и нижняя часть зелени);1.5;0.3;12.4
овощи и зелень;Лук порей (луковица и нижняя часть зелени), вареный, без соли;0.8;0.2;6.6
овощи и зелень;Лук порей (луковицы и нижняя часть зелени), вареный, с солью;0.8;0.2;6.6
овощи и зелень;Лук порей (луковицы и нижняя часть зелени), сублимированный (сушеный);15.2;2.1;64.3
овощи и зелень;Лук репчатый;1.4;0.1;8.9
овощи и зелень;Лук репчатый красный;1.4;0.1;9.1
овощи и зелень;Лук репчатый пассерованный;1.2;17.0;8.6
овощи и зелень;Лук репчатый, вареный, без соли;1.4;0.2;8.8
овощи и зелень;Лук репчатый, вареный, с солью;1.4;0.2;8.2
овощи и зелень;Лук репчатый, замороженный целиком, вареный, без соли;0.7;0.1;5.3
овощи и зелень;Лук репчатый, замороженный целиком, вареный, с солью;0.7;0.1;4.7
овощи и зелень;Лук репчатый, замороженный целиком, неприготовленный;0.9;0.1;6.8
овощи и зелень;Лук репчатый, замороженный, порезанный, вареный, с солью;0.8;0.1;4.3
овощи и зелень;Лук репчатый, консервированный;0.9;0.1;2.8
овощи и зелень;Лук репчатый, порезанный, замороженный, вареный, без соли;0.8;0.1;4.8
овощи и зелень;Лук репчатый, порезанный, замороженный, неприготовленный;0.8;0.1;5.0
овощи и зелень;Лук репчатый, сушеный;8.4;2.8;42.6
овощи и зелень;Лук репчатый, сушеный (дегидрированный), хлопья;9.0;0.5;74.1
овощи и зелень;Лук репчатый, сырой;1.1;0.1;7.6
овощи и зелень;Лук сладкий, сырой;0.8;0.1;6.7
овощи и зелень;Луковые кольца, обжаренные в панировке, замороженные, приготовленные в духовке;4.1;14.3;31.6
овощи и зелень;Луковые кольца, обжаренный в панировке, замороженный, неприготовленный;3.2;14.1;28.7
овощи и зелень;Лук-резанец (скорода, шнитт-лук);3.3;0.7;1.9
овощи и зелень;Лук-резанец (скорода, шнитт-лук), сублимированный (сушеный);21.2;3.5;38.1
овощи и зелень;Лук-чеснок рокамболь;6.4;0.5;31.0
овощи и зелень;Лук-шалот;2.5;0.1;16.8
овощи и зелень;Лук-шалот, сырой;2.5;0.1;13.6
овощи и зелень;Любисток;3.7;0.4;7.6
овощи и зелень;Люффа (мочалочная тыква);1.2;0.2;3.8
овощи и зелень;Люффа (мочалочная тыква), вареная, без соли;0.7;0.3;11.4
овощи и зелень;Люффа (мочалочная тыква), вареная, с солью;0.7;0.3;10.9
овощи и зелень;Люцерна;0.2;0.7;4.0
овощи и зелень;Малабарский шпинат (базелла), сырой;1.8;0.3;3.4
овощи и зелень;Маланга (ксантосома), сырая;1.5;0.4;22.1
овощи и зелень;Мангольд;1.8;0.2;2.6
овощи и зелень;Мангольд, вареный, без соли;1.9;0.1;2.0
овощи и зелень;Мангольд, вареный, с солью;1.9;0.1;2.0
овощи и зелень;Маниок, сырой;1.4;0.3;36.3
овощи и зелень;Маранта, сырая;4.2;0.2;12.1
овощи и зелень;Маслины;2.2;10.5;5.1
овощи и зелень;Маслины черные (оливки созревшие) крупные, консервированные;1.0;6.9;3.1
овощи и зелень;Маслины черные (оливки созревшие) мелкие и средние, консервированные;0.8;10.9;4.4
овощи и зелень;Мать-и-мачеха;0.0;0.0;0.0
овощи и зелень;Маш-салат;1.1;0.0;3.5
овощи и зелень;Мелисса лекарственная;3.7;0.4;8.0
овощи и зелень;Мелотрия (Африканский огурец);0.8;0.1;2.5
овощи и зелень;Мирпуа;1.8;0.0;7.8
овощи и зелень;Момордика (Индийский огурец);0.8;0.1;3.0
овощи и зелень;Моринга масличная, листья, вареные, без соли;5.3;0.9;9.2
овощи и зелень;Моринга масличная, листья, вареные, с солью;5.3;0.9;9.2
овощи и зелень;Моринга масличная, листья, сырые;9.4;1.4;6.3
овощи и зелень;Моринга масличная, стручки, вареные, без соли;2.1;0.2;4.0
овощи и зелень;Моринга масличная, стручки, вареные, с солью;2.1;0.2;4.0
овощи и зелень;Моринга масличная, стручки, сырые;2.1;0.2;5.3
овощи и зелень;Морковная ботва;0.6;0.1;5.3
овощи и зелень;Морковная запеканка;2.7;5.0;17.8
овощи и зелень;Морковное пюре;1.9;5.6;8.1
овощи и зелень;Морковные котлеты;3.4;6.7;19.2
овощи и зелень;Морковные палочки;1.0;0.0;6.0
овощи и зелень;Морковный жмых;0.6;0.1;4.5
овощи и зелень;Морковный пуддинг;3.0;4.1;14.0
овощи и зелень;Морковь;1.2;0.1;6.9
овощи и зелень;Морковь вареная;0.8;0.3;5.0
овощи и зелень;Морковь желтая;1.3;0.1;6.7
овощи и зелень;Морковь квашеная;1.3;0.1;4.5
овощи и зелень;Морковь консервированная;0.6;0.1;3.6
овощи и зелень;Морковь молодая;0.6;0.1;5.3
овощи и зелень;Морковь пассерованная;0.9;10.2;8.5
овощи и зелень;Морковь припущенная;1.4;1.6;7.7
овощи и зелень;Морковь сушеная;7.8;0.6;49.2
овощи и зелень;Морковь сушеная (дегидрированная);8.1;1.5;56.0
овощи и зелень;Морковь тушеная с рисом;1.8;5.0;17.2
овощи и зелень;Морковь фиолетовая;1.3;0.1;6.9
овощи и зелень;Морковь, замороженная;0.8;0.5;4.6
овощи и зелень;Морковь, замороженная, вареная, без соли;0.6;0.7;4.4
овощи и зелень;Морковь, замороженная, вареная, с солью;0.6;0.7;4.4
овощи и зелень;Морковь, консервированная;0.6;0.1;3.6
овощи и зелень;Морковь, консервированная, без добавления соли;0.6;0.1;3.6
овощи и зелень;Морковь, консервированная, сухой продукт без маринада;0.6;0.2;4.0
овощи и зелень;Морковь, консервированная, сушеная, без добавления соли, сухой продукт без маринада;0.6;0.2;4.0
овощи и зелень;Начинка для тыквенного пирога, консервированная, сладкая;1.1;0.1;18.1
овощи и зелень;Новозеландский шпинат, вареный, без соли;1.3;0.2;0.7
овощи и зелень;Новозеландский шпинат, вареный, с солью;1.3;0.2;0.7
овощи и зелень;Новозеландский шпинат, сырой;1.5;0.2;1.0
овощи и зелень;Нопал (мексиканский кактус), стебели, сырые;1.3;0.1;1.2
овощи и зелень;Нут;19.0;6.0;61.0
овощи и зелень;Нут вареный;8.3;1.9;19.3
овощи и зелень;Нут консервированный;7.2;3.4;19.5
овощи и зелень;Овощи маринованные, сладкие;0.4;0.5;34.0
овощи и зелень;Овощи маринованные, соус для гамбургеров;0.6;0.5;31.3
овощи и зелень;Овощи маринованные, соус для хот догов;1.5;0.5;21.9
овощи и зелень;Огурец;0.8;0.1;2.8
овощи и зелень;Огурец без кожуры;0.6;0.2;1.5
овощи и зелень;Огурец грунтовый;0.8;0.1;2.5
овощи и зелень;Огурец китайский;0.8;0.1;2.5
овощи и зелень;Огурец консервированный;2.8;0.0;1.3
овощи и зелень;Огурец маринованный;2.8;0.0;1.3
овощи и зелень;Огурец парниковый;0.7;0.1;1.9
овощи и зелень;Огурец с кожурой;0.7;0.1;3.1
овощи и зелень;Огурец соленый;0.8;0.1;1.7
овощи и зелень;Огуречная трава;1.8;0.7;3.1
овощи и зелень;Огуречная трава вареная, без соли;2.1;0.8;3.6
овощи и зелень;Огуречная трава вареная, с солью;2.1;0.8;3.6
овощи и зелень;Огурцы грунтовые;0.8;0.1;2.5
овощи и зелень;Огурцы квашенные;0.3;0.2;1.1
овощи и зелень;Огурцы квашенные, с пониженым содержанием соли;0.3;0.2;1.1
овощи и зелень;Огурцы маринованные в укропом, с пониженым содержанием соли;0.5;0.3;1.4
овощи и зелень;Огурцы маринованные с укропом;0.5;0.3;1.4
овощи и зелень;Огурцы маринованные, сладкие;0.6;0.4;20.2
овощи и зелень;Огурцы маринованные, сладкие, с пониженым содержанием соли;0.4;0.3;32.6
овощи и зелень;Огурцы тепличные;0.7;0.1;1.9
овощи и зелень;Одуванчик;2.7;0.7;6.7
овощи и зелень;Окра, вареная, без соли;1.9;0.2;2.0
овощи и зелень;Окра, вареная, с солью;1.9;0.2;2.0
овощи и зелень;Окра, замороженная, вареная, без соли;1.6;0.2;4.3
овощи и зелень;Окра, замороженная, вареная, с солью;1.6;0.2;4.3
овощи и зелень;Окра, замороженная, неприготовленная;1.7;0.3;4.4
овощи и зелень;Окра, сырая;1.9;0.2;4.3
овощи и зелень;Оливки;0.8;10.7;6.3
овощи и зелень;Оливки (маслины черные). Консервы;1.8;16.3;5.2
овощи и зелень;Оливки (мякоть, сырые);1.6;23.9;19.0
овощи и зелень;Оливки зеленые, маринованные, консервированные;1.0;15.3;0.5
овощи и зелень;Опунция (кактус), жареный (индейцы северных великих равнин);0.4;0.3;21.6
овощи и зелень;Опунция (кактус), сырые (индейцы северных великих равнин);0.1;0.1;4.9
овощи и зелень;Орех водяной (матаи), сырой;1.4;0.1;20.9
овощи и зелень;Орех водяной, консервированный;0.9;0.1;9.8
овощи и зелень;Папоротник древовидный приготовленный, с солью;0.3;0.1;7.1
овощи и зелень;Папоротник древовидный, приготовленный, без соли;0.3;0.1;7.3
овощи и зелень;Папоротник, молодые побеги;4.6;0.4;5.5
овощи и зелень;Папоротник, молодые побеги, замороженный;4.3;0.4;5.7
овощи и зелень;Пастернак корень;1.4;0.5;9.2
овощи и зелень;Пастернак, вареный, без соли;1.3;0.3;13.4
овощи и зелень;Пастернак, вареный, с солью;1.3;0.3;13.0
овощи и зелень;Пастернак, сырой;1.2;0.3;13.1
овощи и зелень;Пастушья сумка;0.7;0.1;5.2
овощи и зелень;Патиссон;0.8;0.1;3.8
овощи и зелень;Патиссон вареный, без соли;1.0;0.2;1.4
овощи и зелень;Патиссон вареный, с солью;1.0;0.2;1.4
овощи и зелень;Патиссон консервированный;3.9;0.0;2.0
овощи и зелень;Пачули;0.0;0.0;0.0
овощи и зелень;Пекинская капуста;1.2;0.2;2.0
овощи и зелень;Пекинская капуста (пе-тсай), вареная, без соли;1.5;0.2;0.7
овощи и зелень;Пекинская капуста (пе-тсай), вареная, с солью;1.5;0.2;0.7
овощи и зелень;Перец анчо поблано, сушеный;11.9;8.2;29.8
овощи и зелень;Перец банановый;1.7;0.5;2.0
овощи и зелень;Перец венгерский;0.8;0.4;5.7
овощи и зелень;Перец гвоздичный, консервированный;1.1;0.3;3.2
овощи и зелень;Перец мини;1.3;0.0;5.7
овощи и зелень;Перец Рамиро;1.3;0.1;5.2
овощи и зелень;Перец ратунда;1.3;0.1;4.9
овощи и зелень;Перец сладкий желтый;1.2;0.1;5.4
овощи и зелень;Перец сладкий замороженный;1.3;0.0;5.7
овощи и зелень;Перец сладкий зеленый;1.2;0.1;5.0
овощи и зелень;Перец сладкий зеленый, вареный, без соли;0.9;0.2;5.5
овощи и зелень;Перец сладкий зеленый, вареный, с солью;0.9;0.2;4.9
овощи и зелень;Перец сладкий зеленый, консервированный;0.8;0.3;2.7
овощи и зелень;Перец сладкий зеленый, пассерованный;0.8;11.9;2.4
овощи и зелень;Перец сладкий зеленый, порезанный, замороженный;1.1;0.2;2.9
овощи и зелень;Перец сладкий зеленый, порезанный, замороженный, вареный, без соли;1.0;0.2;3.0
овощи и зелень;Перец сладкий зеленый, порезанный, замороженный, вареный, с солью;1.0;0.2;2.4
овощи и зелень;Перец сладкий красный;1.2;0.1;4.8
овощи и зелень;Перец сладкий красный, вареный, без соли;0.9;0.2;5.5
овощи и зелень;Перец сладкий красный, вареный, с солью;0.9;0.2;4.9
овощи и зелень;Перец сладкий красный, замороженный, порезанный, вареный, без соли;1.0;0.2;2.5
овощи и зелень;Перец сладкий красный, замороженный, порезанный, вареный, с солью;1.0;0.2;2.5
овощи и зелень;Перец сладкий красный, замороженный, порезанный, неприготовленный;1.1;0.2;2.9
овощи и зелень;Перец сладкий красный, консервированный;0.8;0.3;2.7
овощи и зелень;Перец сладкий красный, пассерованный;1.0;12.8;4.8
овощи и зелень;Перец сладкий красный, сублимированный;17.9;3.0;47.4
овощи и зелень;Перец сладкий маринованный;1.3;0.1;4.9
овощи и зелень;Перец халапеньо;0.9;0.4;3.7
овощи и зелень;Перец халапеньо, консервированный;0.9;0.9;2.1
овощи и зелень;Перец чили зеленый острый;2.0;0.2;8.0
овощи и зелень;Перец чили зеленый острый, консервированный;0.7;0.3;2.9
овощи и зелень;Перец чили зеленый острый, консервированный без семян;0.9;0.1;3.8
овощи и зелень;Перец чили красный острый;1.9;0.4;7.3
овощи и зелень;Перец чили красный острый маринованный, консервированный;0.8;0.4;2.0
овощи и зелень;Перец чили красный острый, вяленый;10.6;5.8;41.2
овощи и зелень;Перец чили красный острый, консервированный без семян;0.9;0.1;3.8
овощи и зелень;Перец чили, пасилья, сушеный;12.4;15.9;24.3
овощи и зелень;Перец чили, серрано;1.7;0.4;3.0
овощи и зелень;Перец, фаршированный овощами;1.5;5.9;10.1
овощи и зелень;Петрушка зелень;3.7;0.4;7.6
овощи и зелень;Петрушка корень;1.5;0.6;10.1
овощи и зелень;Петрушка, сублимированная;31.3;5.2;9.7
овощи и зелень;Петрушка, сырая;3.0;0.8;3.0
овощи и зелень;Повидло морковное;0.5;0.4;65.8
овощи и зелень;Подварка кабачковая;0.2;0.1;67.2
овощи и зелень;Подварка морковная;0.5;0.4;65.8
овощи и зелень;Подварка свекольная;0.5;0.1;65.9
овощи и зелень;Подорожник;0.4;0.1;7.0
овощи и зелень;Пои;0.4;0.1;26.8
овощи и зелень;Полынь;1.5;0.0;5.0
овощи и зелень;Полынь, сырая;0.3;0.5;3.6
овощи и зелень;Помидор (томат);0.9;0.2;2.7
овощи и зелень;Помидор (томат) желтый, сырые;1.0;0.3;2.3
овощи и зелень;Помидор (томат) зеленый;1.2;0.2;4.0
овощи и зелень;Помидор (томат) оранжевый;1.2;0.2;2.3
овощи и зелень;Помидор (томат), грунтовый;1.1;0.2;3.8
овощи и зелень;Помидор (томат), парниковый;0.6;0.0;3.8
овощи и зелень;Помидоры (томаты) без кожицы. Консервы;0.5;0.0;2.3
овощи и зелень;Помидоры (томаты) жареные;1.8;4.7;5.1
овощи и зелень;Помидоры (томаты) консервированные с зеленым перцем чили;0.7;0.1;3.6
овощи и зелень;Помидоры (томаты) консервированные, тушеные;0.9;0.2;5.2
овощи и зелень;Помидоры (томаты) мятые, консервированные;1.6;0.3;5.4
овощи и зелень;Помидоры (томаты) с кожицей. Консервы;1.1;0.1;3.5
овощи и зелень;Помидоры (томаты) соленые;0.8;0.1;1.7
овощи и зелень;Помидоры (томаты), вяленые;14.1;3.0;43.5
овощи и зелень;Помидоры (томаты), вяленые, упакованные в масле;5.1;14.1;17.5
овощи и зелень;Помидоры (томаты), консервированные в томатном соке, без добавления соли;0.8;0.3;1.6
овощи и зелень;Помидоры (томаты), консервированные, в томатном соке;0.8;0.3;1.6
овощи и зелень;Помидоры (томаты), приготовленные;1.0;0.1;3.3
овощи и зелень;Помидоры (томаты), приготовленные с солью;1.0;0.1;3.3
овощи и зелень;Помидоры (томаты), тушеные;2.0;2.7;11.4
овощи и зелень;Помидоры (томаты), фаршированные с рисом и морковью;2.0;4.9;9.3
овощи и зелень;Помидоры тепличные;0.9;0.1;2.9
овощи и зелень;Помидоры черри;0.8;0.1;2.8
овощи и зелень;Портулак, вареный, без соли;1.5;0.2;3.6
овощи и зелень;Портулак, вареный, с солью;1.5;0.2;3.6
овощи и зелень;Портулак, сырой;2.0;0.4;3.4
овощи и зелень;Рагу овощное;1.9;4.5;10.6
овощи и зелень;Радиккио (итальянский цикорий), сырой;1.4;0.3;3.6
овощи и зелень;Рапини (брокколи рааб);3.2;0.5;0.2
овощи и зелень;Рапини (брокколи рааб), приготовленная;3.8;0.5;0.3
овощи и зелень;Расторопша пятнистая сухая;24.0;10.0;52.5
овощи и зелень;Ревень;0.8;0.1;2.6
овощи и зелень;Ревень, замороженный, неприготовленный;0.6;0.1;3.3
овощи и зелень;Ревень, замороженный, приготовленный с сахаром;0.4;0.1;29.2
овощи и зелень;Редис;1.1;0.1;3.0
овощи и зелень;Редис белый;1.1;0.1;1.2
овощи и зелень;Редис по-гавайски, маринованный;1.1;0.3;3.0
овощи и зелень;Редис, проросшие семена, сырые;3.8;2.5;3.6
овощи и зелень;Редька белая;1.4;0.0;4.1
овощи и зелень;Редька белая (дайкон, восточнная редька);0.6;0.1;2.5
овощи и зелень;Редька белая (дайкон, восточнная редька), вареная, без соли;0.7;0.2;1.8
овощи и зелень;Редька белая (дайкон, восточнная редька), вареная, с солью;0.7;0.2;1.8
овощи и зелень;Редька белая (дайкон, восточнная редька), сушеная;7.9;0.7;39.5
овощи и зелень;Редька зеленая;2.0;0.2;6.1
овощи и зелень;Редька красная;1.2;0.1;3.4
овощи и зелень;Редька маргеланская (китайская);1.2;0.0;4.1
овощи и зелень;Редька с маслом;1.7;7.0;6.4
овощи и зелень;Редька черная;1.9;0.2;6.7
овощи и зелень;Репа;1.5;0.1;6.2
овощи и зелень;Репа припущенная;1.6;1.5;6.3
овощи и зелень;Рогоз, молодые листья;1.2;0.0;0.6
овощи и зелень;Розмарин свежий;3.3;5.9;17.6
овощи и зелень;Руккола;2.6;0.7;2.1
овощи и зелень;Савойская капуста;2.0;0.1;3.0
овощи и зелень;Савойская капуста, вареная, без соли;1.8;0.1;2.6
овощи и зелень;Савойская капуста, вареная, с солью;1.8;0.1;2.6
овощи и зелень;Салат (латук);1.4;0.3;1.7
овощи и зелень;Салат (латук) зеленолистный;1.4;0.2;1.6
овощи и зелень;Салат (латук) краснолистный;1.3;0.2;1.4
овощи и зелень;Салат Айсберг;0.9;0.1;1.8
овощи и зелень;Салат Афицион;1.5;0.2;2.2
овощи и зелень;Салат Батавия;1.5;0.2;2.0
овощи и зелень;Салат зеленый;1.8;4.1;2.4
овощи и зелень;Салат зеленый с огурцами;1.5;4.1;2.2
овощи и зелень;Салат из зеленого лука;1.6;4.0;3.3
овощи и зелень;Салат из капусты белокочанной;2.6;5.0;3.1
овощи и зелень;Салат из квашеной капусты;1.4;4.9;6.0
овощи и зелень;Салат из моркови;1.3;2.0;10.7
овощи и зелень;Салат из редиса;2.5;5.0;2.9
овощи и зелень;Салат из свежих огурцов;1.2;4.0;2.7
овощи и зелень;Салат из свежих помидоров;1.5;4.1;3.6
овощи и зелень;Салат из свежих помидоров и огурцов;1.4;4.1;3.3
овощи и зелень;Салат из свежих помидоров с перцем;0.9;4.7;4.3
овощи и зелень;Салат из свеклы с сыром и чесноком;5.1;14.2;7.1
овощи и зелень;Салат из соленых огурцов с луком;0.9;5.0;2.6
овощи и зелень;Салат из цветной капусты, помидоров и зелени;1.5;8.7;5.6
овощи и зелень;Салат картофельный с огурцами;1.7;3.2;8.6
овощи и зелень;Салат кочанный;0.9;0.1;1.8
овощи и зелень;Салат листовой;1.5;0.2;2.0
